AR,lambda,aoaRoot (deg),aoaTip (deg),rot (1/s),rpm,eta_cfd,U_cruise (m/s),mode,LD_cfd
14.89321353519506,0.32651586284443973,11.562388138558164,5.434466068008961,49.266495812304804,2955.989748738288,0.14830442014462203,,vtol,
10.793385981276565,0.9106846421337687,22.33708693164998,3.4788973232749405,43.68756171617099,2621.2537029702594,0.18726350272702003,,vtol,
11.646863679867032,0.8461587295551607,21.594970289849496,7.828899213653163,58.1812204691423,3490.873228148538,0.23089208163832878,,vtol,
6.451432658901169,0.5173562736437772,13.045420066005232,7.671180455122655,52.73627979839549,3164.1767879037297,0.23010881767852023,,vtol,
4.034142044836009,0.7783563897370354,19.723865475101523,2.9489846842195946,54.36926403391984,3262.1558420351903,0.2101628486040684,,vtol,
4.84178083209446,0.8227094481232831,23.809466562202456,6.771811970034165,46.78974629444183,2807.3847776665098,0.2942481365635548,,vtol,
9.105892049723249,0.937199902582867,29.275226726231597,4.7254482914386085,57.05539455855286,3423.323673513172,0.2585448578173637,,vtol,
10.572421995254391,0.3287456682722173,23.384484649039226,6.889738618047878,45.41455526561306,2724.8733159367835,0.26725611444458913,,vtol,
10.114971133303639,0.5705413359814133,26.520196039115127,2.2388636919381493,63.028436368349986,3781.7061821009993,0.2501339599161378,,vtol,
15.412200686211579,0.5907691953918807,27.38827286103846,5.61413861069603,66.50986636493786,3990.591981896272,0.3010294073416776,,vtol,
9.036344261495923,0.7159517400522526,16.11136174253612,4.89655192908992,65.5172614747496,3931.035688484976,0.19912128586446892,,vtol,
17.887913015414718,0.6977769982119515,13.570929881049198,6.3559619585971285,59.92341566774418,3595.404940064651,0.22268882913775426,,vtol,
7.374914863053853,0.252142100517886,16.630118309718096,3.991635845217574,56.58946569514323,3395.367941708594,0.2658858341457299,,vtol,
12.627470906635741,0.28191213638853535,18.32400043757257,7.139756127639669,61.95713554961496,3717.428132976898,0.25021302143899227,,vtol,
5.581735928427013,0.45735720326567686,25.862742590439147,6.156578807001953,61.06427186598065,3663.856311958839,0.3353237821859475,,vtol,
16.38024278992114,0.8926351246758628,19.13650363726821,3.063985466807075,58.87284623431618,3532.3707740589707,0.2058748953099969,,vtol,
14.237234071397188,0.4156904151535441,20.825768252401264,2.5978144324398933,46.07575747999546,2764.5454487997276,0.1973214521085162,,vtol,
8.262836028456757,0.970158566430497,11.717663502337198,5.129013259323518,51.29010268454167,3077.4061610725003,0.13381188632902016,,vtol,
13.724987905187616,0.22268628514886535,29.009043021159044,4.370878861789431,55.14883268878023,3308.929961326814,0.2274447332393668,,vtol,
16.077833128456565,0.36940147324875205,17.262483545803033,3.4276642952379746,63.72529696774321,3823.5178180645926,0.17838443359353004,,vtol,
5.979185179979211,0.4412625764083035,28.060969013456862,3.7737098709841903,47.76913748276081,2866.1482489656487,0.31579009026973537,,vtol,
17.329835296651332,0.6688248787485573,24.845030710463558,5.929779883117675,50.08962066176278,3005.377239705767,0.27989712416652335,,vtol,
13.14850070049336,0.7759139887019468,15.568727837488092,7.468403083185874,43.65918768783871,2619.5512612703224,0.24985640352750657,,vtol,
12.226263241179248,0.6178846410260461,10.109352893981667,2.4158373900830554,52.4536698364614,3147.2201901876842,0.07920666901627167,,vtol,
7.254192601737433,0.5337767164823779,14.4622168493809,4.461970646455327,42.06913075641517,2524.1478453849104,0.18486948213117005,,vtol,
4.000355636843977,0.6097546105776558,29.999491947365737,7.999847584209724,43.506452268455014,2610.3871361073006,0.3490597140261765,,vtol,
4.000355636843977,0.5804907788446884,29.97307321038459,6.4802621551592745,66.66603160087385,3999.9618960524313,0.361270817906043,,vtol,
4.00011854561466,0.43703026300191367,29.99983064912191,7.333384138596759,66.66645497806905,3999.9872986841433,0.3780396206442889,,vtol,
4.00011854561466,0.2746159968839439,29.99983064912191,7.999949194736574,66.66645497806905,3999.9872986841433,0.37541665238069993,,vtol,
4.00011854561466,0.43703026300191367,29.99983064912191,7.333384138596759,66.66645497806905,3999.9872986841433,0.37803994364542726,,vtol,
14.89321353519506,0.32651586284443973,11.171791103918624,5.434466068008961,26.079863316510508,1564.7917989906305,0.1331299120423757,,vtol,
10.793385981276565,0.9106846421337687,19.252815198737487,3.4788973232749405,21.61671603960346,1297.0029623762075,0.15496287893854116,,vtol,
11.646863679867032,0.8461587295551607,18.69622771738712,7.828899213653163,33.21164304198051,1992.6985825188306,0.22151609564986927,,vtol,
6.451432658901169,0.5173562736437772,12.284065049503923,7.671180455122655,28.85569050538306,1731.3414303229836,0.22167720534581073,,vtol,
4.034142044836009,0.7783563897370354,17.292899106326143,2.9489846842195946,30.16207789380254,1809.7246736281525,0.1801547589879429,,vtol,
4.84178083209446,0.8227094481232831,20.357099921651848,6.771811970034165,24.098463702220126,1445.9078221332077,0.2718030667527335,,vtol,
9.105892049723249,0.937199902582867,24.456420044673706,4.7254482914386085,32.31098231350896,1938.6589388105376,0.22366530140925794,,vtol,
10.572421995254391,0.3287456682722173,20.03836348677942,6.889738618047878,22.998310879157117,1379.8986527494271,0.24430932375891692,,vtol,
10.114971133303639,0.5705413359814133,22.39014702933635,2.2388636919381493,37.08941576134665,2225.364945680799,0.2151733892399313,,vtol,
15.412200686211579,0.5907691953918807,23.041204645778848,5.61413861069603,39.874559758616954,2392.4735855170175,0.2733233694967971,,vtol,
9.036344261495923,0.7159517400522526,14.58352130690209,4.89655192908992,39.08047584646634,2344.8285507879805,0.18068647930271764,,vtol,
7.374914863053853,0.252142100517886,14.972588732288575,3.991635845217574,31.938239222781252,1916.2943533668752,0.23955178761264953,,vtol,
12.627470906635741,0.28191213638853535,16.243000328179427,7.139756127639669,36.23237510635863,2173.942506381518,0.21918888724148664,,vtol,
5.581735928427013,0.45735720326567686,21.897056942829366,6.156578807001953,35.518084159451185,2131.085049567071,0.30921331968127264,,vtol,
